categoryid,parentid,root_categoryid,depth,view_session_count,cart_session_count,converted_session_count,viewing_visitor_count,distinct_transaction_count,session_conversion_rate,conversion_wilson_low_95,conversion_wilson_high_95,sibling_conversion_median,sibling_conversion_gap,category_opportunity_score,meets_sample_threshold,is_opportunity_candidate,eligible_sibling_count,data_origin
7,250,250,1,257,0,0,250,0,0.0,0.0,0.014727178869731728,0.004477611940298508,0.004477611940298508,1.1507462686567165,true,false,15,real
1629,250,250,1,48,1,0,46,0,0.0,0.0,0.0741001296661175,0.004477611940298508,0.004477611940298508,0.21492537313432836,false,false,15,real
1695,250,250,1,45,0,0,45,0,0.0,0.0,0.07865159873288836,0.004477611940298508,0.004477611940298508,0.20149253731343283,false,false,15,real
1190,250,250,1,7,0,0,7,0,0.0,0.0,0.3543304350666874,0.004477611940298508,0.004477611940298508,0.03134328358208956,false,false,15,real
546,250,250,1,2475,6,1,2302,1,0.00040404040404040404,7.132661334809624e-05,0.002285201191166353,0.004477611940298508,0.004073571536258104,10.082089552238807,true,false,15,real
632,590,1579,3,7,0,0,7,0,0.0,0.0,0.3543304350666874,0.0,0.0,0.0,false,false,1,real
77,590,1579,3,254,1,0,229,0,0.0,0.0,0.01489853043131252,0.0,0.0,0.0,true,false,1,real
1309,590,1579,3,26,0,0,24,0,0.0,0.0,0.1287289218592153,0.0,0.0,0.0,false,false,1,real
1021,731,1692,3,8,0,0,8,0,0.0,0.0,0.32440756488388023,,,0.0,false,false,0,real
951,825,140,4,75,0,0,65,0,0.0,0.0,0.04872384248280587,0.008987885892926924,0.008987885892926924,0.6740914419695193,false,false,1,real
1659,825,140,4,2559,75,23,2173,26,0.008987885892926924,0.005996591718609925,0.013451142221057552,0.008987885892926924,0.0,0.0,true,false,1,real
690,1125,1532,3,343,4,3,313,3,0.008746355685131196,0.0029789209378245566,0.025395595921135612,0.00102014792144861,-0.007726207763682586,0.0,true,false,3,real
656,1125,1532,3,3921,25,4,3667,5,0.00102014792144861,0.0003967848804661141,0.0026202691699800796,0.00102014792144861,0.0,0.0,true,false,3,real
82,1125,1532,3,1820,9,0,1619,0,0.0,0.0,0.0021062460238062764,0.00102014792144861,0.00102014792144861,1.8566692170364703,true,false,3,real
771,1251,653,3,532,16,5,473,5,0.009398496240601503,0.004020968139414987,0.02181028958214519,0.005494505494505495,-0.0039039907460960083,0.0,true,false,3,real
1672,1251,653,3,910,20,5,814,5,0.005494505494505495,0.002349139924960006,0.012797315389681149,0.005494505494505495,0.0,0.0,true,false,3,real
698,1251,653,3,24,1,1,23,1,0.041666666666666664,0.0073934561655057815,0.20241806478655938,0.005494505494505495,-0.03617216117216117,0.0,false,false,3,real
1465,1251,653,3,216,4,1,198,1,0.004629629629629629,0.0008177113226299479,0.025753522565780992,0.005494505494505495,0.0008648758648758656,0.18681318681318695,true,false,3,real
1614,1326,803,2,6,0,0,6,0,0.0,0.0,0.39033428790216534,,,0.0,false,false,0,real
964,1326,803,2,92,0,0,86,0,0.0,0.0,0.04008138928562172,,,0.0,false,false,0,real
1572,1326,803,2,15,0,0,15,0,0.0,0.0,0.20388330103584862,,,0.0,false,false,0,real
1135,1329,140,3,12331,547,140,9664,181,0.0113534993106804,0.009629818776242754,0.013381539721414953,0.013622959924288854,0.002269460613608455,27.984718826405857,true,false,4,real
1020,1329,140,3,1865,94,40,1560,45,0.021447721179624665,0.015789976923847225,0.029072822124714702,0.013622959924288854,-0.007824761255335811,0.0,true,false,4,real
152,1329,140,3,28,2,2,20,2,0.07142857142857142,0.019812064115305745,0.22645362568399052,0.013622959924288854,-0.05780561150428257,0.0,false,false,4,real
1417,1329,140,3,1636,79,26,1346,31,0.01589242053789731,0.010868259886442617,0.023184702075412518,0.013622959924288854,-0.0022694606136084566,0.0,true,false,4,real
1549,1329,140,3,283,7,2,259,2,0.007067137809187279,0.0019402083718794488,0.025397049125461115,0.013622959924288854,0.006555822115101575,1.8552976585737457,true,false,4,real
597,1329,140,3,86,2,0,84,0,0.0,0.0,0.042758197285742226,0.013622959924288854,0.013622959924288854,1.1715745534888415,false,false,4,real
1454,1596,653,2,1391,25,9,1183,11,0.006470165348670022,0.0034076864433459394,0.012251052894069919,0.0030661410424879547,-0.003404024306182067,0.0,true,false,3,real
477,1596,653,2,641,3,0,547,0,0.0,0.0,0.005957214394557545,0.0030661410424879547,0.0030661410424879547,1.965396408234779,true,false,3,real
645,1596,653,2,53,0,0,49,0,0.0,0.0,0.06758198857654187,0.0030661410424879547,0.0030661410424879547,0.1625054752518616,false,false,3,real
248,1596,653,2,2283,32,7,2027,7,0.0030661410424879547,0.0014860338302972883,0.006315757042382982,0.0030661410424879547,0.0,0.0,true,false,3,real
1412,107,1532,2,763,14,4,676,6,0.005242463958060288,0.0020405242278343024,0.013401336256475976,0.005242463958060288,0.0,0.0,true,false,1,real
1363,139,140,5,10,0,0,9,0,0.0,0.0,0.2775327998628892,,,0.0,false,false,0,real
1352,139,140,5,16,0,0,16,0,0.0,0.0,0.1936076805344365,,,0.0,false,false,0,real
1013,207,1490,2,17,0,1,16,5,0.058823529411764705,0.01046040098499759,0.269820306375754,0.006896551724137931,-0.051926977687626774,0.0,false,false,3,real
212,207,1490,2,482,16,2,410,3,0.004149377593360996,0.0011386474945792573,0.015001306554892081,0.006896551724137931,0.002747174130776935,1.3241379310344827,true,false,3,real
407,207,1490,2,290,4,2,241,2,0.006896551724137931,0.0018933251332506336,0.024792694096864493,0.006896551724137931,0.0,0.0,true,false,3,real
290,207,1490,2,461,34,9,416,12,0.019522776572668113,0.010304321175301695,0.036682578134639494,0.006896551724137931,-0.012626224848530182,0.0,true,false,3,real
1590,336,1579,3,3,0,0,3,0,0.0,0.0,0.5614970317550455,,,0.0,false,false,0,real
1381,336,1579,3,7,0,0,7,0,0.0,0.0,0.3543304350666874,,,0.0,false,false,0,real
31,336,1579,3,14,0,0,14,0,0.0,0.0,0.2153108027376358,,,0.0,false,false,0,real
1365,538,250,3,46,4,1,39,1,0.021739130434782608,0.003847854258050289,0.11335294521511355,,,0.0,false,false,0,real
616,573,1600,4,347,17,5,308,9,0.01440922190201729,0.006170048044081038,0.03328212749760183,0.015679187222195086,0.0012699653201777954,0.440677966101695,true,false,2,real
1091,573,1600,4,1593,82,27,1371,30,0.01694915254237288,0.011674346183572765,0.02454807182867714,0.015679187222195086,-0.0012699653201777954,0.0,true,false,2,real
1185,583,250,2,10,0,0,10,0,0.0,0.0,0.2775327998628892,,,0.0,false,false,0,real
901,679,679,1,22,0,0,21,0,0.0,0.0,0.14865487460862087,0.006349964416513837,0.006349964416513837,0.1396992171633044,false,false,2,real
1544,679,679,1,1205,26,10,1061,13,0.008298755186721992,0.0045139069664660615,0.015208661817659747,0.006349964416513837,-0.0019487907702081548,0.0,true,false,2,real
491,679,679,1,7498,245,33,6820,41,0.004401173646305681,0.00313568170324377,0.006174226964390663,0.006349964416513837,0.0019487907702081557,14.612033195020752,true,false,2,real
869,679,679,1,134,7,0,130,2,0.0,0.0,0.027868675023899322,0.006349964416513837,0.006349964416513837,0.8508952318128542,false,false,2,real
89,937,1532,4,215,10,4,192,7,0.018604651162790697,0.007258178923892778,0.04685158110286852,0.010337522268765949,-0.008267128894024749,0.0,true,false,2,real
1620,937,1532,4,176,1,0,168,0,0.0,0.0,0.021360251667687728,0.010337522268765949,0.010337522268765949,1.819403919302807,false,false,2,real
86,937,1532,4,483,2,1,450,1,0.002070393374741201,0.00036556880775304575,0.011633119296674726,0.010337522268765949,0.008267128894024749,3.9930232558139536,true,false,2,real
59,995,1600,2,339,13,3,314,4,0.008849557522123894,0.003014122793323553,0.02569144523962897,0.006713108280512747,-0.0021364492416111464,0.0,true,false,2,real
723,995,1600,2,437,13,2,391,4,0.004576659038901602,0.0012559835271436217,0.0165314969010153,0.006713108280512747,0.0021364492416111455,0.9336283185840706,true,false,2,real
262,995,1600,2,2,1,0,2,0,0.0,0.0,0.6576197724933469,0.006713108280512747,0.006713108280512747,0.013426216561025495,false,false,2,real
1510,1009,431,2,201,0,0,181,0,0.0,0.0,0.01875332680605788,0.0,0.0,0.0,true,false,3,real
534,1009,431,2,4,0,0,4,0,0.0,0.0,0.4898908364545973,0.0,0.0,0.0,false,false,3,real
1522,1009,431,2,143,0,0,136,0,0.0,0.0,0.026160587422281553,0.0,0.0,0.0,false,false,3,real
284,1009,431,2,89,0,0,83,0,0.0,0.0,0.04137654523625251,0.0,0.0,0.0,false,false,3,real
976,1009,431,2,441,1,0,407,0,0.0,0.0,0.008635568345805946,0.0,0.0,0.0,true,false,3,real
184,1009,431,2,148,0,0,135,0,0.0,0.0,0.025299143267784395,0.0,0.0,0.0,false,false,3,real
264,1009,431,2,7,0,0,7,0,0.0,0.0,0.3543304350666874,0.0,0.0,0.0,false,false,3,real
198,1009,431,2,42,0,0,41,0,0.0,0.0,0.08379879086570392,0.0,0.0,0.0,false,false,3,real
1287,1009,431,2,61,0,0,53,0,0.0,0.0,0.059243867898112826,0.0,0.0,0.0,false,false,3,real
923,1009,431,2,5,0,0,5,0,0.0,0.0,0.43448246478317476,0.0,0.0,0.0,false,false,3,real
1489,1009,431,2,41,0,0,37,0,0.0,0.0,0.08566757018443186,0.0,0.0,0.0,false,false,3,real
1310,1009,431,2,6,0,0,6,0,0.0,0.0,0.39033428790216534,0.0,0.0,0.0,false,false,3,real
354,1009,431,2,32,0,0,24,0,0.0,0.0,0.1071791982550706,0.0,0.0,0.0,false,false,3,real
501,1009,431,2,8,0,0,8,0,0.0,0.0,0.32440756488388023,0.0,0.0,0.0,false,false,3,real
1358,1009,431,2,383,0,0,347,0,0.0,0.0,0.009930318307673144,0.0,0.0,0.0,true,false,3,real
1556,1009,431,2,14,0,0,13,0,0.0,0.0,0.2153108027376358,0.0,0.0,0.0,false,false,3,real
481,1009,431,2,135,0,0,119,0,0.0,0.0,0.02766795201752491,0.0,0.0,0.0,false,false,3,real
728,1009,431,2,40,0,0,38,0,0.0,0.0,0.08762160119728664,0.0,0.0,0.0,false,false,3,real
447,1009,431,2,63,0,1,60,1,0.015873015873015872,0.0028074942138692767,0.08458525459438397,0.0,-0.015873015873015872,0.0,false,false,3,real
30,1009,431,2,2,0,0,2,0,0.0,0.0,0.6576197724933469,0.0,0.0,0.0,false,false,3,real
929,1027,250,2,698,33,12,650,14,0.017191977077363897,0.009861406187403027,0.02980775052995048,0.01412749407018748,-0.0030644830071764172,0.0,true,false,2,real
1147,1027,250,2,2079,52,23,1804,24,0.011063011063011063,0.007383142581051344,0.016546407414037765,0.01412749407018748,0.0030644830071764172,6.371060171919772,true,false,2,real
148,1110,653,2,4,0,0,4,0,0.0,0.0,0.4898908364545973,0.0102880658436214,0.0102880658436214,0.0411522633744856,false,false,1,real
948,1110,653,2,188,4,0,176,0,0.0,0.0,0.020024132657813925,0.0102880658436214,0.0102880658436214,1.9341563786008231,false,false,1,real
412,1110,653,2,26,0,0,25,0,0.0,0.0,0.1287289218592153,0.0102880658436214,0.0102880658436214,0.2674897119341564,false,false,1,real
12,1110,653,2,1,0,0,1,0,0.0,0.0,0.7934506856227626,0.0102880658436214,0.0102880658436214,0.0102880658436214,false,false,1,real
115,1110,653,2,119,1,1,111,2,0.008403361344537815,0.0014849430400896292,0.046067885433077785,0.0102880658436214,0.0018847044990835844,0.22427983539094654,false,false,1,real
1014,1110,653,2,486,15,5,425,8,0.0102880658436214,0.004402228917096683,0.02385478888212716,0.0102880658436214,0.0,0.0,true,false,1,real
722,1110,653,2,155,3,1,145,1,0.0064516129032258064,0.0011397773831429885,0.03563562662072084,0.0102880658436214,0.0038364529403955927,0.5946502057613169,false,false,1,real
1122,1420,250,2,1,0,0,1,0,0.0,0.0,0.7934506856227626,0.007768972142170989,0.007768972142170989,0.007768972142170989,false,false,2,real
1674,1420,250,2,694,23,5,632,5,0.007204610951008645,0.0030811910388230655,0.016753484367372028,0.007768972142170989,0.000564361191162344,0.3916666666666667,true,false,2,real
874,1420,250,2,360,11,3,327,4,0.008333333333333333,0.0028380524355806954,0.024210703504967918,0.007768972142170989,-0.000564361191162344,0.0,true,false,2,real
175,1492,1532,3,3889,122,47,3383,58,0.012085368989457444,0.00910078805054089,0.016032898963349067,0.012085368989457444,0.0,0.0,true,false,3,real
450,1492,1532,3,1022,47,19,926,21,0.018590998043052837,0.01193363697838382,0.028853814592149314,0.012085368989457444,-0.006505629053595393,0.0,true,false,3,real
790,1492,1532,3,38,1,0,35,0,0.0,0.0,0.09180986822558396,0.012085368989457444,0.012085368989457444,0.4592440215993829,false,false,3,real
941,1492,1532,3,348,0,0,320,0,0.0,0.0,0.010918152833864339,0.012085368989457444,0.012085368989457444,4.205708408331191,true,false,3,real
117,1492,1532,3,128,8,1,116,2,0.0078125,0.0013804318928742388,0.04292625943886061,0.012085368989457444,0.004272868989457444,0.5469272306505528,false,false,3,real
1354,1492,1532,3,3,0,0,3,0,0.0,0.0,0.5614970317550455,0.012085368989457444,0.012085368989457444,0.03625610696837233,false,false,3,real
703,1531,1482,2,1388,16,4,1149,4,0.002881844380403458,0.001121246224389033,0.007386517893176038,0.005070993914807302,0.002189149534403844,3.0385395537525355,true,false,5,real
911,1531,1482,2,1653,26,3,1482,3,0.0018148820326678765,0.0006174113939376771,0.0053224803007686314,0.005070993914807302,0.0032561118821394256,5.382352941176471,true,false,5,real
1605,1531,1482,2,1775,28,10,1606,13,0.005633802816901409,0.0030630521642644707,0.010339749250370947,0.005070993914807302,-0.0005628089020941066,0.0,true,false,5,real
242,1531,1482,2,10846,244,55,9495,68,0.005070993914807302,0.0038982575194050043,0.006594196149412744,0.005070993914807302,0.0,0.0,true,false,5,real
1567,1531,1482,2,2050,61,16,1714,20,0.007804878048780488,0.004809907560312702,0.012641029885109262,0.005070993914807302,-0.0027338841339731856,0.0,true,false,5,real
1263,1637,140,3,3714,114,38,3226,44,0.010231556273559504,0.007463517557535312,0.014011701250213407,0.009616837209502745,-0.0006147190640567596,0.0,true,false,2,real
5,1637,140,3,16996,465,153,14157,176,0.009002118145445987,0.007688917043672255,0.01053722109833535,0.009616837209502745,0.0006147190640567578,10.447765212708656,true,false,2,real
779,1669,250,2,210,0,0,193,0,0.0,0.0,0.017964050759283236,0.0,0.0,0.0,true,false,1,real
1226,1669,250,2,75,0,0,72,0,0.0,0.0,0.04872384248280587,0.0,0.0,0.0,false,false,1,real
1440,1669,250,2,88,2,0,82,1,0.0,0.0,0.0418270666648922,0.0,0.0,0.0,false,false,1,real
428,1669,250,2,9,0,0,9,0,0.0,0.0,0.2991450484195441,0.0,0.0,0.0,false,false,1,real
814,1669,250,2,89,1,0,88,1,0.0,0.0,0.04137654523625251,0.0,0.0,0.0,false,false,1,real
791,,791,0,6,0,0,6,0,0.0,0.0,0.39033428790216534,,,0.0,false,false,0,real
679,,679,0,7,0,0,7,0,0.0,0.0,0.3543304350666874,,,0.0,false,false,0,real
1220,125,1600,4,3383,171,32,2715,40,0.009459060005911913,0.006708357715021686,0.013322535270537988,0.007886435331230283,-0.00157262467468163,0.0,true,false,5,real
1119,125,1600,4,1928,42,8,1618,10,0.004149377593360996,0.002104042525574762,0.008166706520677967,0.007886435331230283,0.0037370577378692876,7.205047318611986,true,false,5,real
942,125,1600,4,348,8,2,325,2,0.005747126436781609,0.0015774868160042287,0.02070942288183868,0.007886435331230283,0.0021393088944486743,0.7444794952681386,true,false,5,real
367,125,1600,4,494,34,9,388,11,0.018218623481781375,0.009613903206533405,0.03425841484514716,0.007886435331230283,-0.010332188150551092,0.0,true,false,5,real
1273,125,1600,4,1902,66,15,1574,18,0.007886435331230283,0.004785110519724601,0.012971591468296323,0.007886435331230283,0.0,0.0,true,false,5,real
967,378,378,1,2312,30,5,2154,9,0.0021626297577854673,0.0009240889702487471,0.00505277044211477,0.0021626297577854673,0.0,0.0,true,false,1,real
112,381,1482,2,5,0,0,4,0,0.0,0.0,0.43448246478317476,0.009708737864077669,0.009708737864077669,0.04854368932038834,false,false,5,real
623,381,1482,2,6,1,1,3,1,0.16666666666666666,0.030053369748306632,0.5635028221864702,0.009708737864077669,-0.156957928802589,0.0,false,false,5,real
47,381,1482,2,1617,78,16,1420,17,0.009894867037724181,0.006099781203703003,0.016013090246890304,0.009708737864077669,-0.00018612917364651226,0.0,true,false,5,real
1586,381,1482,2,136,4,1,126,1,0.007352941176470588,0.0012991560360958133,0.04047285399552215,0.009708737864077669,0.002355796687607081,0.320388349514563,false,false,5,real
861,381,1482,2,191,9,2,170,5,0.010471204188481676,0.0028762945798489954,0.03736903548571139,0.009708737864077669,-0.000762466324404007,0.0,false,false,5,real
1132,381,1482,2,149,3,3,135,3,0.020134228187919462,0.006870711186412477,0.0575192710646705,0.009708737864077669,-0.010425490323841793,0.0,false,false,5,real
205,381,1482,2,450,14,7,405,9,0.015555555555555555,0.007555094832788611,0.031757000776667405,0.009708737864077669,-0.005846817691477886,0.0,true,false,5,real
274,381,1482,2,412,17,4,352,4,0.009708737864077669,0.0037818335441660656,0.024694064107491656,0.009708737864077669,0.0,0.0,true,false,5,real
1177,381,1482,2,222,3,1,202,1,0.0045045045045045045,0.0007955986955411784,0.02506970899064379,0.009708737864077669,0.005204233359573165,1.1553398058252426,true,false,5,real
106,381,1482,2,235,8,1,224,1,0.00425531914893617,0.0007515636750901627,0.023705910540387204,0.009708737864077669,0.005453418715141499,1.2815533980582523,true,false,5,real
519,385,1452,3,379,2,1,349,1,0.002638522427440633,0.000465915936218923,0.014792250822125826,0.0036269535214126245,0.0009884310939719913,0.37461538461538474,true,false,2,real
1425,385,1452,3,650,4,3,558,3,0.004615384615384616,0.0015708625390131582,0.01348088844423704,0.0036269535214126245,-0.0009884310939719913,0.0,true,false,2,real
1030,385,1452,3,9,0,0,9,0,0.0,0.0,0.2991450484195441,0.0036269535214126245,0.0036269535214126245,0.03264258169271362,false,false,2,real
236,647,1698,3,55,6,0,48,1,0.0,0.0,0.06528490111708637,,,0.0,false,false,0,real
490,647,1698,3,81,11,1,76,2,0.012345679012345678,0.002182650058538772,0.06666881598048346,,,0.0,false,false,0,real
613,798,1490,2,233,4,3,191,3,0.012875536480686695,0.004388330087975522,0.03716460945942362,0.01149252813924815,-0.0013830083414385456,0.0,true,false,2,real
819,798,1490,2,3561,115,36,3078,42,0.010109519797809604,0.007311385980134188,0.01396346163841423,0.01149252813924815,0.0013830083414385456,4.924892703862661,true,false,2,real
621,798,1490,2,1,0,0,1,0,0.0,0.0,0.7934506856227626,0.01149252813924815,0.01149252813924815,0.01149252813924815,false,false,2,real
474,903,1452,2,804,0,0,750,0,0.0,0.0,0.004755213759766646,0.0,0.0,0.0,true,false,1,real
1301,1034,1698,2,3363,19,5,2977,7,0.0014867677668748143,0.0006352202998701519,0.0034758906597597635,0.0014867677668748143,0.0,0.0,true,false,1,real
576,1034,1698,2,66,0,0,60,0,0.0,0.0,0.05500255701354129,0.0014867677668748143,0.0014867677668748143,0.09812667261373774,false,false,1,real
1625,1141,1600,3,8388,272,74,6956,95,0.00882212684787792,0.0070336748640361145,0.011060263107241099,0.009771986970684038,0.000949860122806118,7.967426710097718,true,false,5,real
1564,1141,1600,3,409,21,3,351,3,0.007334963325183374,0.0024976218303357028,0.021340727275412617,0.009771986970684038,0.002437023645500664,0.9967426710097717,true,false,5,real
487,1141,1600,3,1123,84,23,874,25,0.020480854853072127,0.013685699655323496,0.030545419487964093,0.009771986970684038,-0.010708867882388088,0.0,true,false,5,real
1236,1141,1600,3,614,26,6,570,10,0.009771986970684038,0.004486067989800421,0.021153938187401633,0.009771986970684038,0.0,0.0,true,false,5,real
969,1141,1600,3,3091,167,41,2457,51,0.013264315755418959,0.009792827674580987,0.017944121039232767,0.009771986970684038,-0.0034923287847349205,0.0,true,false,5,real
1038,1174,1532,3,370,7,3,327,4,0.008108108108108109,0.0027612436919242055,0.02356397676848062,0.008108108108108109,0.0,0.0,true,false,3,real
360,1174,1532,3,3363,67,27,3105,33,0.008028545941123996,0.005523625177086422,0.011656114210153478,0.008108108108108109,7.956216698411234e-05,0.2675675675675698,true,false,3,real
1409,1174,1532,3,1634,61,27,1335,29,0.016523867809057527,0.011380792927741187,0.02393487117954188,0.008108108108108109,-0.008415759700949418,0.0,true,false,3,real
937,1174,1532,3,52,3,1,50,1,0.019230769230769232,0.003402808070945163,0.10120511127892247,0.008108108108108109,-0.011122661122661123,0.0,false,false,3,real
1624,1174,1532,3,23,0,0,23,0,0.0,0.0,0.14311661845042686,0.008108108108108109,0.008108108108108109,0.1864864864864865,false,false,3,real
1578,1249,1482,2,13525,266,64,11804,76,0.004731977818853974,0.0037076847277330034,0.006037529540761109,0.010665897953300663,0.005933920134446689,80.25626981839146,true,false,5,real
972,1249,1482,2,1145,118,49,933,59,0.04279475982532751,0.032520617066441604,0.056126478700137164,0.010665897953300663,-0.03212886187202685,0.0,true,false,5,real
1078,1249,1482,2,1730,21,2,1453,2,0.0011560693641618498,0.000317093187871152,0.004205499567540087,0.010665897953300663,0.009509828589138814,16.452003459210147,true,false,5,real
1555,1249,1482,2,410,37,10,364,15,0.024390243902439025,0.01330120413213076,0.04430892243332763,0.010665897953300663,-0.013724345949138362,0.0,true,false,5,real
1388,1249,1482,2,3469,130,37,3058,42,0.010665897953300663,0.007748103939960725,0.014666238823364697,0.010665897953300663,0.0,0.0,true,false,5,real
1643,1386,140,4,537,12,5,476,6,0.00931098696461825,0.003983468856686904,0.02160898267407306,0.007944967166519651,-0.001366019798098599,0.0,true,false,2,real
1258,1386,140,4,3648,74,24,3032,29,0.006578947368421052,0.004425082967696727,0.009770894433095343,0.007944967166519651,0.001366019798098599,4.983240223463689,true,false,2,real
1528,1426,1482,2,1400,40,5,1188,8,0.0035714285714285713,0.001526436214852149,0.008333266056885663,0.006370987503062975,0.0027995589316344035,3.9193825042881647,true,false,9,real
1650,1426,1482,2,9457,336,89,6933,99,0.009411018293327694,0.007654468825193644,0.011565963058394954,0.006370987503062975,-0.003040030790264719,0.0,true,false,9,real
704,1426,1482,2,1685,25,5,1525,6,0.002967359050445104,0.0012681240065061476,0.006927706779386282,0.006370987503062975,0.003403628452617871,5.735113942661112,true,false,9,real
671,1426,1482,2,800,41,8,709,10,0.01,0.005075687871617384,0.019607610809945126,0.006370987503062975,-0.0036290124969370254,0.0,true,false,9,real
1589,1426,1482,2,4081,125,26,3418,31,0.006370987503062975,0.004351514582696852,0.009318895733990376,0.006370987503062975,0.0,0.0,true,false,9,real
292,1426,1482,2,1197,31,7,1063,8,0.005847953216374269,0.002835595519228111,0.012021868544525664,0.006370987503062975,0.0005230342866887061,0.6260720411663812,true,false,9,real
987,1426,1482,2,1644,38,10,1430,10,0.006082725060827251,0.003307367082616345,0.011160929423138934,0.006370987503062975,0.0002882624422357238,0.47390345503552994,true,false,9,real
858,1426,1482,2,5635,426,126,3493,145,0.02236024844720497,0.018812892007579355,0.026558388722523096,0.006370987503062975,-0.015989260944141995,0.0,true,false,9,real
1221,1426,1482,2,11515,262,88,9911,95,0.007642205818497612,0.006207620060455646,0.009405187830304784,0.006370987503062975,-0.001271218315434637,0.0,true,false,9,real
66,1430,140,3,972,18,5,913,8,0.0051440329218107,0.0021991650964664346,0.011984961531460963,0.008086722343258291,0.0029426894214475913,2.860294117647059,true,false,2,real
845,1430,140,3,272,10,3,252,4,0.011029411764705883,0.0037579513020169282,0.03192000248625459,0.008086722343258291,-0.002942689421447592,0.0,true,false,2,real
436,1518,1579,3,329,0,0,268,0,0.0,0.0,0.01154140723425794,0.0,0.0,0.0,true,false,2,real
1206,1518,1579,3,18,0,0,18,0,0.0,0.0,0.17587922364665765,0.0,0.0,0.0,false,false,2,real
829,1518,1579,3,24,0,0,24,0,0.0,0.0,0.1379762046749802,0.0,0.0,0.0,false,false,2,real
842,1518,1579,3,284,4,0,251,0,0.0,0.0,0.01334574538509095,0.0,0.0,0.0,true,false,2,real
586,1519,140,2,4569,216,57,3768,70,0.01247537754432042,0.009641927468059351,0.016127926982806445,0.012658227848101266,0.000182850303780846,0.8354430379746853,true,false,3,real
46,1519,140,2,237,4,3,201,4,0.012658227848101266,0.004314107333941038,0.03654870286860414,0.012658227848101266,0.0,0.0,true,false,3,real
725,1519,140,2,1021,40,17,895,19,0.01665034280117532,0.010421299740197194,0.02650290789699096,0.012658227848101266,-0.0039921149530740534,0.0,true,false,3,real
95,1519,140,2,79,2,1,73,1,0.012658227848101266,0.0022379938550498844,0.06827571876965953,0.012658227848101266,0.0,0.0,false,false,3,real
525,1566,1224,2,266,28,8,237,11,0.03007518796992481,0.015316785369395363,0.05821327523511129,0.02755715580029887,-0.0025180321696259417,0.0,true,false,4,real
1441,1566,1224,2,1230,72,25,987,29,0.02032520325203252,0.01380458588711515,0.02983267272158471,0.02755715580029887,0.007231952548266349,8.895301634367609,true,false,4,real
754,1566,1224,2,194,19,5,163,6,0.02577319587628866,0.01105790022198567,0.05890447724531146,0.02755715580029887,0.0017839599240102103,0.3460882252579808,false,false,4,real
1072,1566,1224,2,224,34,13,198,15,0.05803571428571429,0.03422658597487419,0.09674807936984983,0.02755715580029887,-0.03047855848541542,0.0,true,false,4,real
267,1566,1224,2,639,43,16,554,19,0.025039123630672927,0.015470251170480762,0.040284489487419584,0.02755715580029887,0.0025180321696259417,1.6090225563909768,true,false,4,real
670,1566,1224,2,29,1,1,25,1,0.034482758620689655,0.006113214292762649,0.17175521879320288,0.02755715580029887,-0.006925602820390786,0.0,false,false,4,real
1459,1604,653,3,2,0,0,2,0,0.0,0.0,0.6576197724933469,0.010706638115631691,0.010706638115631691,0.021413276231263382,false,false,1,real
503,1604,653,3,467,9,5,435,5,0.010706638115631691,0.004581665443367315,0.0248156158737081,0.010706638115631691,0.0,0.0,true,false,1,real
17,1604,653,3,7,0,0,7,0,0.0,0.0,0.3543304350666874,0.010706638115631691,0.010706638115631691,0.07494646680942184,false,false,1,real
28,1604,653,3,4,0,0,4,0,0.0,0.0,0.4898908364545973,0.010706638115631691,0.010706638115631691,0.042826552462526764,false,false,1,real
877,1604,653,3,4,0,0,4,0,0.0,0.0,0.4898908364545973,0.010706638115631691,0.010706638115631691,0.042826552462526764,false,false,1,real
1039,1604,653,3,8,0,0,8,0,0.0,0.0,0.32440756488388023,0.010706638115631691,0.010706638115631691,0.08565310492505353,false,false,1,real
1595,1673,1224,2,919,23,14,740,16,0.015233949945593036,0.009095915162086514,0.025407799984591615,0.017777777777777778,0.0025438278321847415,2.3377777777777773,true,false,3,real
304,1673,1224,2,225,6,4,181,4,0.017777777777777778,0.006934601592962379,0.04481064982134692,0.017777777777777778,0.0,0.0,true,false,3,real
1593,1673,1224,2,1887,128,63,1509,72,0.033386327503974564,0.02618186830448072,0.04248674387079676,0.017777777777777778,-0.015608549726196786,0.0,true,false,3,real
356,92,653,2,2303,88,40,1984,46,0.017368649587494574,0.012780999517964933,0.023563699637717685,0.010849895189322577,-0.006518754398171997,0.0,true,false,8,real
1610,92,653,2,257,4,1,222,2,0.0038910505836575876,0.000687196508130386,0.02170747513304312,0.010849895189322577,0.006958844605664989,1.7884230636559022,true,false,8,real
812,92,653,2,53,1,0,48,0,0.0,0.0,0.06758198857654187,0.010849895189322577,0.010849895189322577,0.5750444450340966,false,false,8,real
1000,92,653,2,23,0,0,22,0,0.0,0.0,0.14311661845042686,0.010849895189322577,0.010849895189322577,0.24954758935441926,false,false,8,real
1348,92,653,2,19,1,0,19,0,0.0,0.0,0.16817922405261626,0.010849895189322577,0.010849895189322577,0.20614800859712895,false,false,8,real
1096,92,653,2,230,10,7,204,9,0.030434782608695653,0.014819286870871286,0.06147795704247031,0.010849895189322577,-0.019584887419373077,0.0,true,false,8,real
1234,92,653,2,844,21,5,744,6,0.005924170616113744,0.002533027670013444,0.0137924995576205,0.010849895189322577,0.004925724573208833,4.157311539788255,true,false,8,real
